Street,Avg_Latitude,Avg_Longitude,Total_Incidents,Avg_Congestion,Max_Congestion,Total_Injured,Point_Count
119 STREET,40.78654,-73.849425,3,0.03,0.03,0,3
80 ROAD,40.71072,-73.834885,1,0.03,0.03,0,1
255 STREET,40.698568,-73.72281,2,0.03,0.03,0,2
33 ROAD,40.765403,-73.93574,2,0.03,0.03,0,2
LAIGHT STREET,40.722122,-74.00977,1,0.03,0.03,0,1
HURST STREET,40.63237,-74.13017,1,0.03,0.03,0,1
EAST 59 PLACE,40.61095,-73.9132,1,0.03,0.03,0,1
EDISON STREET,40.572502,-74.11358,1,0.03,0.03,0,1
LEVERETT AVENUE,40.556148,-74.159405,2,0.03,0.03,0,2
BROADWAY TERRACE,40.85798,-73.93091,1,0.03,0.03,0,1
HANOVER PLACE,40.689358,-73.9821,1,0.03,0.03,0,1
113 STREET,40.696288,-73.831432,3,0.03,0.03,0,3
FREEBORN STREET,40.573524,-74.09349,1,0.03,0.03,0,1
BEACH 54 STREET,40.597706,-73.784805,1,0.03,0.03,0,1
CALAMUS AVENUE,40.734558,-73.891464,2,0.03,0.03,0,2
FRANCIS LEWIS BLVD,40.72633,-73.76619,1,0.03,0.03,0,1
56 DRIVE,40.723994,-73.908666,4,0.03,0.03,0,4
BRIGHTON 3 ST,40.58016,-73.96533,1,0.03,0.03,0,1
FORREST ST,40.701084,-73.93479,1,0.03,0.03,0,1
CROTONA PARK NORTH,40.842858,-73.89539,2,0.03,0.03,0,2
65 ST,40.627977,-74.004837,2,0.03,0.03,0,2
DUBLIN PLACE,40.628246,-74.16043,1,0.03,0.03,0,1
SOUTH STREET,34.892056,-63.427498,7,0.03,0.03,0,7
KISSENA BLVD,40.7321,-73.814927,2,0.03,0.03,0,2
111 ST,40.753035,-73.856305,2,0.03,0.03,0,2
WILLIAMSBRIDGE RD,40.849962,-73.850797,2,0.03,0.03,0,2
BEACH 147 STREET,40.571163,-73.86313,1,0.03,0.03,0,1
COLUMBUS AVE,40.69083,-74.03396,2,0.03,0.03,0,2
DEBEVOISE AVENUE,40.721096,-73.94001,1,0.03,0.03,0,1
VANCORTLANDT AVENUE WEST,40.884108,-73.893707,2,0.03,0.03,0,2
FREEMAN STREET,40.829533,-73.891825,3,0.03,0.03,0,3
54 ST,40.753284,-73.906906,1,0.03,0.03,0,1
RYDER STREET,40.610332,-73.92828,2,0.03,0.03,0,2
OCEAN CREST BOULEVARD,40.600956,-73.75877,1,0.03,0.03,0,1
CARROLL PLACE,40.64704,-74.082915,2,0.03,0.03,0,2
WEST 189 STREET,40.853972,-73.929283,2,0.03,0.03,0,2
FLEET STREET,40.691227,-73.98214,1,0.03,0.03,0,1
E 19 ST,40.64094,-73.9605,1,0.03,0.03,0,1
64 AVENUE,40.734794,-73.829,3,0.03,0.03,0,3
BENNETT STREET,40.63773,-74.1321,1,0.03,0.03,0,1
67 STREET,40.663703,-73.969423,6,0.03,0.03,0,6
ILION AVENUE,40.698566,-73.769585,1,0.03,0.03,0,1
WEST 153 STREET,40.828866,-73.940592,4,0.03,0.03,0,4
210 PLACE,40.717834,-73.75159,1,0.03,0.03,0,1
FOREST AVE,40.648239,-74.07936,4,0.03,0.03,0,4
KESSEL STREET,40.713947,-73.850913,2,0.03,0.03,0,2
SAUNDERS STREET,40.729323,-73.862925,2,0.03,0.03,0,2
JEWETT AVE,40.627373,-74.13099,1,0.03,0.03,0,1
SUMPTER STREET,40.680676,-73.91404,1,0.03,0.03,0,1
CORTELYOU AVENUE,40.555691,-74.163945,3,0.03,0.03,0,3
CLEVELAND AVE,40.545166,-74.146225,1,0.03,0.03,0,1
DOUGLAS ROAD,40.605713,-74.09459,1,0.03,0.03,0,1
57 ST,40.64386,-74.018825,2,0.03,0.03,0,2
BIJOU AVENUE,40.595238,-73.92988,1,0.03,0.03,0,1
244 STREET,40.743342,-73.72739,2,0.03,0.03,0,2
LITTLE CLOVE ROAD,40.61133,-74.102101,2,0.03,0.03,0,2
HANSON PLACE,40.685513,-73.97429,1,0.03,0.03,0,1
KEW FOREST LANE,40.71443,-73.83315,1,0.03,0.03,0,1
14 STREET,40.729538,-73.954084,5,0.03,0.03,0,5
VETERANS ROAD WEST,40.542618,-74.218613,2,0.03,0.03,0,2
BEACH 77 ST,40.589207,-73.80447,1,0.03,0.03,0,1
NORTH 6 STREET,40.717334,-73.958415,2,0.03,0.03,0,2
HAMILTON AVE,40.667076,-73.99507,1,0.03,0.03,0,1
DUNCAN STREET,40.60113,-74.09704,1,0.03,0.03,0,1
AMBOY RD,40.531069,-74.194615,2,0.03,0.03,0,2
31 DRIVE,40.764248,-73.92763,1,0.03,0.03,0,1
BROOKLYN BRIDGE,40.702579,-73.992525,2,0.03,0.03,0,2
STRANG AVENUE,40.890145,-73.84262,2,0.03,0.03,0,2
BOGART STREET,40.706878,-73.933987,5,0.03,0.03,0,5
RESERVOIR AVENUE,40.874315,-73.899878,2,0.03,0.03,0,2
WEST SHORE EXPRESSWAY RAMP,40.530132,-74.22495,1,0.03,0.03,0,1
163 AVENUE,40.652437,-73.83821,2,0.03,0.03,0,2
STEPHENS COURT,40.638367,-73.95584,1,0.03,0.03,0,1
VAN SIDERIN AVENUE,40.661508,-73.899845,2,0.03,0.03,0,2
MONTAUK AVENUE,40.669693,-73.876338,3,0.03,0.03,0,3
FOREST PARK DRIVE,40.70167,-73.858495,2,0.03,0.03,0,2
130 ST,40.690119,-73.816068,3,0.03,0.03,0,3
252 STREET,40.742327,-73.718075,2,0.03,0.03,0,2
PINEGROVE STREET,40.691254,-73.806995,2,0.03,0.03,0,2
SOUTH 5 PLACE,40.710755,-73.960768,2,0.03,0.03,0,2
RICHMOND RD,40.590498,-74.103734,4,0.03,0.03,0,4
TIOGA DRIVE,40.69385,-73.76643,1,0.03,0.03,0,1
W 190 ST,40.864872,-73.90252,1,0.03,0.03,0,1
NASSAU ST,40.71022,-74.007744,1,0.03,0.03,0,1
WEST 130 STREET,40.813492,-73.949203,3,0.03,0.03,0,3
W 87 ST,40.78896,-73.975945,1,0.03,0.03,0,1
181 STREET,40.702771,-73.777547,3,0.03,0.03,0,3
27 ST,40.77247,-73.919586,1,0.03,0.03,0,1
LONGFELLOW AVENUE,40.82551,-73.886774,5,0.03,0.03,0,5
MESEROLE AVENUE,40.727527,-73.951368,5,0.03,0.03,0,5
WARREN STREET,40.698488,-73.966902,5,0.03,0.03,0,5
DIX AVENUE,40.60638,-73.754715,1,0.03,0.03,0,1
HOGAN PLACE,40.715168,-74.000534,1,0.03,0.03,0,1
150 AVENUE,40.667079,-73.822937,4,0.03,0.03,0,4
135 STREET,40.682969,-73.807373,4,0.03,0.03,0,4
BEACH 104 STREET,40.584385,-73.825865,2,0.03,0.03,0,2
WALLACE AVENUE,40.860924,-73.8646,2,0.03,0.03,0,2
SOUTHGATE PLAZA,40.672638,-73.758575,1,0.03,0.03,0,1
ELMHURST AVENUE,40.745555,-73.878003,4,0.03,0.03,0,4
BYRON AVENUE,40.895129,-73.854405,3,0.03,0.03,0,3
ORCHARD STREET,40.720863,-73.988825,2,0.03,0.03,0,2
EAST 87 STREET,40.741727,-73.938067,4,0.03,0.03,0,4
76 ST,40.67988,-73.86143,1,0.03,0.03,0,1
E 30 ST,40.745922,-73.9864,1,0.03,0.03,0,1
HUBBARD PLACE,40.62488,-73.93434,1,0.03,0.03,0,1
ERSKINE ST,40.6529,-73.86672,1,0.03,0.03,0,1
CAPODANNO BOULEVARD,40.586138,-74.071837,9,0.03,0.03,0,9
WOODS OF ARDEN ROAD,40.535736,-74.16379,1,0.03,0.03,0,1
EAST 157 STREET,40.825115,-73.92541,1,0.03,0.03,0,1
MAIDEN LANE,40.706391,-74.00634,3,0.03,0.03,0,3
MACE AVENUE,40.863,-73.855989,8,0.03,0.03,0,8
CATHEDRAL PARKWAY,40.802385,-73.962475,2,0.03,0.03,0,2
BEACH 87 STREET,40.587444,-73.812164,1,0.03,0.03,0,1
LIBERTY AVE,40.686082,-73.838769,4,0.03,0.03,0,4
BAY 38 STREET,40.596672,-73.989716,1,0.03,0.03,0,1
HOYT AVE N,40.774508,-73.921673,2,0.03,0.03,0,2
MADISON AVE,40.747765,-73.982956,1,0.03,0.03,0,1
BRIGHTON 15 STREET,40.577503,-73.95522,1,0.03,0.03,0,1
LIEBIG AVENUE,40.908146,-73.901855,1,0.03,0.03,0,1
GREEN STREET,40.733738,-73.95485,1,0.03,0.03,0,1
HIGHLAND AVE,40.71146,-73.79646,1,0.03,0.03,0,1
VAN DYKE ST,40.676563,-74.01603,1,0.03,0.03,0,1
256 STREET,40.737459,-73.712275,2,0.03,0.03,0,2
49 AVE,40.74163,-73.944595,1,0.03,0.03,0,1
MARCUS GARVEY BLVD,40.69122,-73.93968,1,0.03,0.03,0,1
BEACH 26 STREET,40.595932,-73.75963,1,0.03,0.03,0,1
204 ST,40.713497,-73.75621,1,0.03,0.03,0,1
E 54 ST,40.75738,-73.966705,1,0.03,0.03,0,1
BOUCK AVENUE,40.86875,-73.849988,3,0.03,0.03,0,3
UTICA AVE,40.640026,-73.92913,3,0.03,0.03,0,3
FOAM PLACE,40.604755,-73.75113,1,0.03,0.03,0,1
HOLLIS HILLS TERRACE,40.73789,-73.76794,1,0.03,0.03,0,1
101 ST,40.761116,-73.86813,1,0.03,0.03,0,1
MENAHAN ST,40.693142,-73.92199,1,0.03,0.03,0,1
WIMAN AVENUE,40.541847,-74.14779,1,0.03,0.03,0,1
30 DRIVE,40.76598,-73.92435,1,0.03,0.03,0,1
ARTHUR KILL RD,40.539305,-74.210339,5,0.03,0.03,0,5
18 STREET,40.659479,-73.985808,3,0.03,0.03,0,3
FISH AVENUE,40.878475,-73.851395,1,0.03,0.03,0,1
SWINNERTON STREET,40.5088,-74.24776,1,0.03,0.03,0,1
172 STREET,36.178279,-65.585153,9,0.03,0.03,0,9
CLASSON AVE,40.692437,-73.960735,2,0.03,0.03,0,2
133 ST,40.683792,-73.80977,1,0.03,0.03,0,1
W 100 ST,40.794235,-73.96282,1,0.03,0.03,0,1
SUTPHIN BLVD,40.69373,-73.800925,5,0.03,0.03,0,5
SUMNER PL,40.701077,-73.94042,1,0.03,0.03,0,1
KINGS HWY,40.628084,-73.943794,4,0.03,0.03,0,4
GRACE AVENUE,40.892513,-73.84543,1,0.03,0.03,0,1
SEXTON PLACE,40.874485,-73.843,1,0.03,0.03,0,1
MALBA DRIVE,40.792534,-73.827255,1,0.03,0.03,0,1
62 RD,40.72619,-73.87021,1,0.03,0.03,0,1
MOORE STREET,40.703629,-73.94326,3,0.03,0.03,0,3
215 PLACE,40.741307,-73.75404,4,0.03,0.03,0,4
BARNARD AVENUE,40.514914,-74.242665,2,0.03,0.03,0,2
BUSH STREET,40.762748,-73.953268,2,0.03,0.03,0,2
ROBINSON STREET,40.74979,-73.815127,2,0.03,0.03,0,2
E 167 ST,40.830738,-73.91049,1,0.03,0.03,0,1
E 171 ST,40.838017,-73.90451,1,0.03,0.03,0,1
MERRITT AVENUE,40.882538,-73.82697,1,0.03,0.03,0,1
WEST 127 STREET,40.810275,-73.947385,3,0.03,0.03,0,3
WESTWOOD AVENUE,40.606439,-74.120028,2,0.03,0.03,0,2
W 146 ST,40.82351,-73.94143,1,0.03,0.03,0,1
POWELL BOULEVARD,40.802532,-73.95303,1,0.03,0.03,0,1
DEREIMER AVENUE,40.890354,-73.84175,1,0.03,0.03,0,1
HOPE STREET,40.713398,-73.95641,1,0.03,0.03,0,1
UNION ST,40.678065,-73.983041,4,0.03,0.03,0,4
MONROE AVENUE,40.846257,-73.906433,3,0.03,0.03,0,3
STATE ST,40.703598,-74.01439,1,0.03,0.03,0,1
WILKINSON AVENUE,40.852097,-73.834755,4,0.03,0.03,0,4
147 PLACE,40.697556,-73.80498,1,0.03,0.03,0,1
NEILSON STREET,40.60485,-73.74822,1,0.03,0.03,0,1
PARK DRIVE,40.865612,-73.801094,1,0.03,0.03,0,1
RIVER STREET,40.718372,-73.96463,1,0.03,0.03,0,1
WEST 10 STREET,40.681216,-73.99519,3,0.03,0.03,0,3
DUDLEY AVENUE,40.840317,-73.833863,2,0.03,0.03,0,2
90 AVENUE,40.713617,-73.774076,10,0.03,0.03,0,10
GORDON STREET,40.623189,-74.0829,2,0.03,0.03,0,2
DUNKIRK DRIVE,40.692571,-73.763828,2,0.03,0.03,0,2
KNOLLWOOD CT,40.62336,-74.16304,1,0.03,0.03,0,1
KERMIT AVENUE,40.59774,-74.082375,2,0.03,0.03,0,2
E 44 ST,40.752743,-73.975105,1,0.03,0.03,0,1
WEST 117 STREET,40.804499,-73.953469,3,0.03,0.03,0,3
EAST 231 STREET,40.890215,-73.8524,2,0.03,0.03,0,2
E 17 ST,40.652478,-73.96844,3,0.03,0.03,0,3
CONCOURSE VILLAGE WEST,40.821003,-73.92462,1,0.03,0.03,0,1
SAINT PAULS AVENUE,40.63001,-74.08173,1,0.03,0.03,0,1
RICHARDS STREET,40.678444,-74.008942,3,0.03,0.03,0,3
134 AVENUE,40.673451,-73.810193,2,0.03,0.03,0,2
TAYLOR STREET,40.705079,-73.964402,2,0.03,0.03,0,2
HAWTREE CREEK ROAD,40.68319,-73.814644,1,0.03,0.03,0,1
VARICK ST,40.723433,-74.006175,2,0.03,0.03,0,2
HEALY AVENUE,40.605522,-73.76088,1,0.03,0.03,0,1
E 53 ST,40.755756,-73.96478,1,0.03,0.03,0,1
BEVERLY ROAD,40.708665,-73.832504,2,0.03,0.03,0,2
KINGSTON PLACE,40.71234,-73.788605,1,0.03,0.03,0,1
PEARTREE AVENUE,40.880854,-73.823315,2,0.03,0.03,0,2
BOND ST,40.635437,-74.13234,1,0.03,0.03,0,1
NORTH 13 STREET,40.721943,-73.95545,1,0.03,0.03,0,1
CHERRY STREET,40.715694,-73.969222,3,0.03,0.03,0,3
63 ROAD,40.733402,-73.853683,2,0.03,0.03,0,2
COOLIDGE AVENUE,20.357592,-36.911625,2,0.03,0.03,0,2
TIFFANY PLACE,40.68748,-74.00054,1,0.03,0.03,0,1
WESTCHESTER AVE,40.839657,-73.849185,3,0.03,0.03,0,3
TILDEN STREET,40.87683,-73.86472,1,0.03,0.03,0,1
WASHINGTON STREET,40.721887,-74.006876,6,0.03,0.03,0,6
CORSA AVENUE,40.87673,-73.847305,1,0.03,0.03,0,1
ALASKA STREET,40.639175,-74.121826,1,0.03,0.03,0,1
CLINTONVILLE STREET,40.782686,-73.80791,2,0.03,0.03,0,2
TENBROECK AVENUE,40.851078,-73.84862,1,0.03,0.03,0,1
ROSSVILLE AVENUE,40.54997,-74.21127,1,0.03,0.03,0,1
EAST 213 STREET,40.880716,-73.867997,3,0.03,0.03,0,3
JARVIS AVENUE,40.843719,-73.827355,2,0.03,0.03,0,2
RANDOLPH STREET,40.70912,-73.92764,1,0.03,0.03,0,1
CROES AVENUE,40.831196,-73.871055,3,0.03,0.03,0,3
HARVEST AVENUE,40.627384,-74.10955,1,0.03,0.03,0,1
ROCKAWAY BLVD,40.676198,-73.81827,6,0.03,0.03,0,6
94 ST,40.617855,-74.039185,1,0.03,0.03,0,1
EASTERN PKWY,40.67033,-73.943598,6,0.03,0.03,0,6
54 RD,40.73128,-73.92346,1,0.03,0.03,0,1
NEWHALL AVENUE,40.659485,-73.74305,1,0.03,0.03,0,1
LAWTON AVENUE,40.818204,-73.812245,2,0.03,0.03,0,2
OCEAN COURT,40.59036,-73.96531,1,0.03,0.03,0,1
COLLEGE POINT BLVD,40.78419,-73.84581,1,0.03,0.03,0,1
WAYNE AVENUE,40.880657,-73.877625,1,0.03,0.03,0,1
MILLER AVENUE,40.666985,-73.889782,2,0.03,0.03,0,2
WEST 22 STREET,40.677093,-73.994445,5,0.03,0.03,0,5
WEBB AVENUE,40.867836,-73.903572,3,0.03,0.03,0,3
37 AVE,40.751064,-73.87224,1,0.03,0.03,0,1
BRIDGE STREET,40.700752,-73.998662,4,0.03,0.03,0,4
GATES AVE,40.686905,-73.944626,1,0.03,0.03,0,1
FTELEY AVENUE,40.823379,-73.870175,2,0.03,0.03,0,2
OSWEGO STREET,40.612854,-74.102646,1,0.03,0.03,0,1
SOUTH ST,40.7107,-73.9847,1,0.03,0.03,0,1
EXCHANGE PLACE,40.705795,-74.00987,1,0.03,0.03,0,1
BEAVER STREET,40.700257,-73.937737,2,0.03,0.03,0,2
67 DR,40.716038,-73.86122,1,0.03,0.03,0,1
KENMARE ST,40.72145,-73.9974,1,0.03,0.03,0,1
OTIS AVENUE,40.73842,-73.855315,4,0.03,0.03,0,4
ELTON AVENUE,40.82244,-73.91289,1,0.03,0.03,0,1
7 AVE,40.751462,-73.990282,3,0.03,0.03,0,3
RIVERSIDE DR,40.832208,-73.951169,3,0.03,0.03,0,3
MONTAUK STREET,40.683376,-73.76043,1,0.03,0.03,0,1
87 ST,40.688791,-73.957215,2,0.03,0.03,0,2
UNIVERSITY PLACE,40.730713,-73.99557,1,0.03,0.03,0,1
E 83 ST,40.731157,-73.940727,3,0.03,0.03,0,3
MONTAGUE STREET,40.694275,-73.99243,1,0.03,0.03,0,1
14 AVE,40.788062,-73.81768,2,0.03,0.03,0,2
EAST 85 STREET,40.709265,-73.933695,6,0.03,0.03,0,6
GEORGE STREET,40.704525,-73.928406,1,0.03,0.03,0,1
88 ST,40.708332,-73.863045,1,0.03,0.03,0,1
WEST CLARKE PLACE,40.838421,-73.919645,2,0.03,0.03,0,2
LUCAS STREET,40.682695,-73.7532,2,0.03,0.03,0,2
142 PLACE,40.677988,-73.79866,2,0.03,0.03,0,2
RICHMOND VALLEY ROAD,40.520916,-74.235115,1,0.03,0.03,0,1
PERRY AVENUE,40.774311,-73.892123,3,0.03,0.03,0,3
BOWNE ST,40.68256,-74.00796,1,0.03,0.03,0,1
FOOD CENTER DR,40.80941,-73.880295,1,0.03,0.03,0,1
21 AVE,40.690214,-73.9393,2,0.03,0.03,0,2
SOUTHERN BLVD,40.835014,-73.891115,2,0.03,0.03,0,2
CADMAN PLAZA EAST,40.69952,-73.989815,1,0.03,0.03,0,1
WOOD ST,40.698566,-73.76958,1,0.03,0.03,0,1
ONEIDA AVE,40.611034,-74.0995,1,0.03,0.03,0,1
CHESTNUT STREET,40.68464,-73.87584,1,0.03,0.03,0,1
19 LANE,40.59961,-74.00461,1,0.03,0.03,0,1
MILL ROAD,40.567332,-74.107755,2,0.03,0.03,0,2
EAST 228 STREET,40.889096,-73.856704,4,0.03,0.03,0,4
LAKEWOOD AVENUE,40.689985,-73.803228,3,0.03,0.03,0,3
63 AVENUE,40.73011,-73.86509,1,0.03,0.03,0,1
MOUNT EDEN PARKWAY,40.843084,-73.90999,2,0.03,0.03,0,2
JACKSON STREET,40.712208,-73.98072,1,0.03,0.03,0,1
PARK AVE,40.773011,-73.938705,5,0.03,0.03,0,5
241 ST,40.671947,-73.73383,1,0.03,0.03,0,1
72 AVENUE,40.72496,-73.82756,1,0.03,0.03,0,1
LUTHERAN AVENUE,40.72122,-73.884705,1,0.03,0.03,0,1
WILDER AVENUE,40.893284,-73.84193,1,0.03,0.03,0,1
W END AVE,40.774734,-73.988174,1,0.03,0.03,0,1
WEST 162 STREET,40.836049,-73.940108,3,0.03,0.03,0,3
BEACH 130 STREET,40.575634,-73.848816,1,0.03,0.03,0,1
192 ST,40.760746,-73.78985,2,0.03,0.03,0,2
45 ST,40.743263,-73.91963,1,0.03,0.03,0,1
WHITESTONE EXPY EXIT 16 SB,40.7912,-73.82327,1,0.03,0.03,0,1
WEST 145 ST BRIDGE,40.820435,-73.93623,1,0.03,0.03,0,1
EAST MOSHOLU PARKWAY SOUTH,40.876324,-73.884023,4,0.03,0.03,0,4
SLOSSON AVE,40.61009,-74.11667,1,0.03,0.03,0,1
E 50 ST,40.755825,-73.97076,1,0.03,0.03,0,1
ARTHUR AVE,40.853462,-73.88938,1,0.03,0.03,0,1
AMBER STREET,40.566715,-74.13769,1,0.03,0.03,0,1
143 AVENUE,40.667909,-73.756242,2,0.03,0.03,0,2
SIDWAY PLACE,40.681383,-73.761782,2,0.03,0.03,0,2
AUBREY AVENUE,40.711994,-73.86073,1,0.03,0.03,0,1
REON AVENUE,40.611427,-74.116844,1,0.03,0.03,0,1
NOELL AVENUE,40.884827,-73.8261,1,0.03,0.03,0,1
GLEANE STREET,40.746625,-73.88024,2,0.03,0.03,0,2
SYCAMORE STREET,40.541439,-74.158451,3,0.03,0.03,0,3
VANDERVOORT AVE,40.718066,-73.935083,3,0.03,0.03,0,3
METROPOLITAN AVE,40.713595,-73.92492,2,0.03,0.03,0,2
BEACH 124 STREET,40.57924,-73.84483,1,0.03,0.03,0,1
81 ST,40.621597,-74.018731,2,0.03,0.03,0,2
CARY AVENUE,40.632484,-74.118402,3,0.03,0.03,0,3
STAFF STREET,40.866806,-73.93101,1,0.03,0.03,0,1
W 134 ST,40.81583,-73.94704,1,0.03,0.03,0,1
E MOSHOLU PKWY N,40.880466,-73.883835,1,0.03,0.03,0,1
82 ST,40.648892,-73.930787,2,0.03,0.03,0,2
W 115 ST,40.805848,-73.96085,2,0.03,0.03,0,2
VOORHIES AVE,40.58659,-73.94592,1,0.03,0.03,0,1
RHINE AVE,40.610317,-74.087944,1,0.03,0.03,0,1
BRUNSWICK AVENUE,40.60877,-73.74997,1,0.03,0.03,0,1
ST MARKS AVE,40.676899,-73.94999,2,0.03,0.03,0,2
SAINT NICHOLAS PLACE,40.828774,-73.941309,4,0.03,0.03,0,4
E 228 ST,40.89084,-73.86217,1,0.03,0.03,0,1
EAST 224 STREET,40.883385,-73.850427,4,0.03,0.03,0,4
139 AVE,40.673428,-73.757195,1,0.03,0.03,0,1
PIAVE AVE,40.595844,-74.07082,1,0.03,0.03,0,1
ELK STREET,40.71399,-74.00441,1,0.03,0.03,0,1
JUNIPER VALLEY ROAD,40.715365,-73.879535,2,0.03,0.03,0,2
72 ROAD,40.721484,-73.835709,4,0.03,0.03,0,4
SEAGATE AVENUE,40.576968,-74.00563,2,0.03,0.03,0,2
112 ST,40.720978,-73.838295,1,0.03,0.03,0,1
GRAYSON STREET,40.683287,-73.75742,2,0.03,0.03,0,2
E 28 ST,40.741024,-73.978615,1,0.03,0.03,0,1
MELBOURNE AVENUE,40.7338,-73.81481,1,0.03,0.03,0,1
E 97 ST,40.786261,-73.949752,2,0.03,0.03,0,2
W 42 ST,40.758612,-73.993067,3,0.03,0.03,0,3
UNIONPORT ROAD,40.839074,-73.858134,4,0.03,0.03,0,4
SMITH TERRACE,40.62738,-74.08085,1,0.03,0.03,0,1
LUQUER STREET,40.677901,-74.001165,4,0.03,0.03,0,4
FRESH POND RD,40.70776,-73.89757,1,0.03,0.03,0,1
MACOMBS PL,40.827633,-73.93576,1,0.03,0.03,0,1
CROSBY AVENUE,40.834354,-73.82623,1,0.03,0.03,0,1
NARAGANSET AVENUE,40.855072,-73.85065,1,0.03,0.03,0,1
BOULDER STREET,40.544315,-74.19587,1,0.03,0.03,0,1
THOMPSON STREET,40.727287,-74.00064,1,0.03,0.03,0,1
THROGS NECK EXPRESSWAY,40.82302,-73.813023,3,0.03,0.03,0,3
E 122 ST,40.80383,-73.9421,1,0.03,0.03,0,1
97 ST,40.76453,-73.87268,1,0.03,0.03,0,1
E 189 ST,40.856677,-73.88461,2,0.03,0.03,0,2
WELLER LANE,40.654415,-73.73428,1,0.03,0.03,0,1
CROTONA AVE,40.84434,-73.89204,1,0.03,0.03,0,1
STARR STREET,40.704312,-73.923888,6,0.03,0.03,0,6
BRONX RIVER PARKWAY RAMP,40.849035,-73.86846,3,0.03,0.03,0,3
WHITMAN AVENUE,40.544735,-74.14359,1,0.03,0.03,0,1
CLIFTON AVENUE,40.614405,-74.067945,2,0.03,0.03,0,2
CLINTON ST,40.67769,-74.000404,1,0.03,0.03,0,1
GRAND CONC,40.849453,-73.906,1,0.03,0.03,0,1
W 230 ST,40.877106,-73.90615,1,0.03,0.03,0,1
210 STREET,40.740652,-73.76378,4,0.03,0.03,0,4
SECOR AVENUE,40.886208,-73.832352,2,0.03,0.03,0,2
BAINBRIDGE STREET,40.68056,-73.93458,1,0.03,0.03,0,1
DRAKE STREET,40.81277,-73.88221,1,0.03,0.03,0,1
THWAITES PLACE,40.858868,-73.86952,1,0.03,0.03,0,1
HAMILTON PLACE,40.739586,-73.949967,3,0.03,0.03,0,3
91 PLACE,40.74331,-73.87451,1,0.03,0.03,0,1
MILL AVENUE,40.613219,-73.912205,2,0.03,0.03,0,2
EAST 214 STREET,40.878365,-73.85893,1,0.03,0.03,0,1
CATHEDRAL PKWY,40.80357,-73.96528,2,0.03,0.03,0,2
PUGSLEY AVENUE,40.827312,-73.856279,4,0.03,0.03,0,4
PROVOST STREET,40.732451,-73.94952,2,0.03,0.03,0,2
121 AVENUE,40.686685,-73.73735,4,0.03,0.03,0,4
GLEN STREET,40.680893,-73.871376,1,0.03,0.03,0,1
COSTER STREET,40.812077,-73.88681,1,0.03,0.03,0,1
W 173 ST,40.842957,-73.93467,1,0.03,0.03,0,1
CHESTER AVENUE,40.641537,-73.98245,1,0.03,0.03,0,1
E 7 ST,40.62164,-73.968585,2,0.03,0.03,0,2
6 AVE,40.638737,-74.01336,1,0.03,0.03,0,1
W 32 ST,40.748512,-73.988716,1,0.03,0.03,0,1
GLEASON AVE,40.832336,-73.84798,1,0.03,0.03,0,1
40 ROAD,40.755707,-73.866185,3,0.03,0.03,0,3
EDENWALD AVENUE,40.892706,-73.844557,5,0.03,0.03,0,5
ELIZABETH STREET,40.691919,-74.036834,3,0.03,0.03,0,3
VERRAZANO BRIDGE,40.603493,-74.067345,1,0.03,0.03,0,1
WEST 91 STREET,40.79147,-73.97411,1,0.03,0.03,0,1
BEACH 72 STREET,40.594673,-73.800865,1,0.03,0.03,0,1
STANTON STREET,40.721026,-73.9871,3,0.03,0.03,0,3
CHISUM PLACE,40.817498,-73.936165,2,0.03,0.03,0,2
SOUTH 3 STREET,40.710697,-73.95771,5,0.03,0.03,0,5
BARBARA STREET,40.568695,-74.13621,1,0.03,0.03,0,1
WEST DRIVE,40.777946,-73.752884,1,0.03,0.03,0,1
BEACH 14 STREET,40.598206,-73.74815,1,0.03,0.03,0,1
145 AVENUE,40.662193,-73.75256,3,0.03,0.03,0,3
SULLIVAN STREET,40.702814,-74.00562,2,0.03,0.03,0,2
HENDRICKSON STREET,40.61171,-73.92612,2,0.03,0.03,0,2
207 STREET,40.707992,-73.7505,4,0.03,0.03,0,4
LAWTON STREET,40.695336,-73.930525,2,0.03,0.03,0,2
39 AVE,40.74883,-73.908905,1,0.03,0.03,0,1
EAST 212 STREET,40.884014,-73.8791,1,0.03,0.03,0,1
SOUTH 9 STREET,40.708519,-73.962378,2,0.03,0.03,0,2
EAST CLARKE PLACE,40.836945,-73.91532,1,0.03,0.03,0,1
BROWER CT,40.55086,-74.15144,1,0.03,0.03,0,1
MERRY AVENUE,40.84261,-73.82868,1,0.03,0.03,0,1
VANDERBILT AVE,40.67766,-73.96886,1,0.03,0.03,0,1
HARROD AVENUE,40.829754,-73.87374,1,0.03,0.03,0,1
BRANDT PLACE,40.848029,-73.918035,2,0.03,0.03,0,2
POPPENHUSEN AVENUE,40.79276,-73.848434,1,0.03,0.03,0,1
126 AVENUE,40.681988,-73.76634,1,0.03,0.03,0,1
SANDS STREET,40.676342,-74.015457,3,0.03,0.03,0,3
LAFAYETTE ST,40.725933,-73.99465,1,0.03,0.03,0,1
MERCER STREET,40.728371,-73.995438,2,0.03,0.03,0,2
174 PLACE,40.681286,-73.76979,1,0.03,0.03,0,1
BURNETT STREET,40.602688,-73.933556,1,0.03,0.03,0,1
MARINE PARKWAY,40.610188,-73.939354,1,0.03,0.03,0,1
WESTSIDE AVENUE,40.740036,-73.85289,1,0.03,0.03,0,1
